time,power_consumption.power,URL,test start time,Sum,Count,Avg
2021-10-25T06:03:48.050+05:00,1.956595953,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:48.552+05:00,1.26289687,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:49.055+05:00,1.269814352,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:49.558+05:00,0.967553913,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:50.060+05:00,0.718511469,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:50.563+05:00,0.382150577,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:51.065+05:00,0.847144452,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:51.568+05:00,0.876024462,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:52.071+05:00,3.894587014,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:52.572+05:00,6.058889253,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:53.074+05:00,1.325912941,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:53.577+05:00,2.595343413,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:54.080+05:00,2.159090901,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:54.582+05:00,1.226405376,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:55.085+05:00,0.799471329,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:55.587+05:00,4.4532785,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:56.090+05:00,1.70548591,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:56.593+05:00,0.132972849,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:57.095+05:00,0.759457352,google.com.mx,2021-10-25T06:03:40.930+0500,,,
2021-10-25T06:03:57.597+05:00,1.897713085,google.com.mx,2021-10-25T06:03:40.930+0500,,,
