time,power_consumption.power,,
2021-12-23T22:15:16.380+05:00,0.155581515,cnzz.com,2021-12-23T22:15:00.436+05:00
2021-12-23T22:15:16.881+05:00,0,LOADTIME|cnzz.com|15.955,2021-12-23T22:15:16.391+05:00
2021-12-23T22:15:17.382+05:00,0.523164731,LOADTIME|cnzz.com|15.955,2021-12-23T22:15:16.391+05:00
2021-12-23T22:15:17.883+05:00,0.010207614,LOADTIME|cnzz.com|15.955,2021-12-23T22:15:16.391+05:00
2021-12-23T22:15:18.385+05:00,0.113406004,LOADTIME|cnzz.com|15.955,2021-12-23T22:15:16.391+05:00
2021-12-23T22:15:18.886+05:00,0.013086431,LOADTIME|cnzz.com|15.955,2021-12-23T22:15:16.391+05:00
2021-12-23T22:15:19.387+05:00,0.123339945,LOADTIME|cnzz.com|15.955,2021-12-23T22:15:16.391+05:00
2021-12-23T22:15:19.888+05:00,0,LOADTIME|cnzz.com|15.955,2021-12-23T22:15:16.391+05:00
2021-12-23T22:15:20.389+05:00,0.09328181,LOADTIME|cnzz.com|15.955,2021-12-23T22:15:16.391+05:00
2021-12-23T22:15:20.890+05:00,2.997697256,ebay.de,2021-12-23T22:15:20.415+05:00
2021-12-23T22:15:21.391+05:00,6.453886745,ebay.de,2021-12-23T22:15:20.415+05:00
2021-12-23T22:15:21.892+05:00,3.907577357,ebay.de,2021-12-23T22:15:20.415+05:00
2021-12-23T22:15:22.394+05:00,0.142187342,ebay.de,2021-12-23T22:15:20.415+05:00
2021-12-23T22:15:22.896+05:00,0,ebay.de,2021-12-23T22:15:20.415+05:00
2021-12-23T22:15:23.399+05:00,0.226279317,ebay.de,2021-12-23T22:15:20.415+05:00
2021-12-23T22:15:23.900+05:00,0,ebay.de,2021-12-23T22:15:20.415+05:00
2021-12-23T22:15:24.403+05:00,0.103457138,ebay.de,2021-12-23T22:15:20.415+05:00
2021-12-23T22:15:24.905+05:00,0,ebay.de,2021-12-23T22:15:20.415+05:00
2021-12-23T22:15:25.406+05:00,0.946405369,ebay.de,2021-12-23T22:15:20.415+05:00
2021-12-23T22:15:25.908+05:00,0,ebay.de,2021-12-23T22:15:20.415+05:00
2021-12-23T22:15:26.409+05:00,0.225905002,LOADTIME|ebay.de|5.865,2021-12-23T22:15:26.280+05:00
2021-12-23T22:15:26.911+05:00,0.020742976,LOADTIME|ebay.de|5.865,2021-12-23T22:15:26.280+05:00
2021-12-23T22:15:27.413+05:00,0.569304226,LOADTIME|ebay.de|5.865,2021-12-23T22:15:26.280+05:00
2021-12-23T22:15:27.915+05:00,0,LOADTIME|ebay.de|5.865,2021-12-23T22:15:26.280+05:00
2021-12-23T22:15:28.421+05:00,0.019209132,LOADTIME|ebay.de|5.865,2021-12-23T22:15:26.280+05:00
2021-12-23T22:15:28.923+05:00,0.118323868,LOADTIME|ebay.de|5.865,2021-12-23T22:15:26.280+05:00
2021-12-23T22:15:29.426+05:00,0.170973285,LOADTIME|ebay.de|5.865,2021-12-23T22:15:26.280+05:00
2021-12-23T22:15:29.929+05:00,0.116956336,LOADTIME|ebay.de|5.865,2021-12-23T22:15:26.280+05:00
2021-12-23T22:15:30.431+05:00,0,LOADTIME|ebay.de|5.865,2021-12-23T22:15:26.280+05:00
2021-12-23T22:15:30.933+05:00,0.111126943,w3schools.com,2021-12-23T22:15:30.542+05:00
2021-12-23T22:15:31.435+05:00,0.028615323,w3schools.com,2021-12-23T22:15:30.542+05:00
