"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","http2_stream_id","http2_stream_weight","http2_stream_exclusive","http2_stream_dependency","final_base_page","objectSizeUncompressed","is_base_page","cpu.EvaluateScript","cpu.FunctionCall","score_progressive_jpeg","jpeg_scan_count",
"87.248.106.201","","2979","86","1000013482.43","","","no-store","-1","211011_ZZ_1Z","3101","LOWEST","","","-1","86","-1","3101","-1","","3282","443","HTTP/2","-1","3","https://ybar-mcdn-report.wc.yahoodns.net/cs/W3sibiI6ImNvcmVkbnMiLCJtIjpbMjUwMi4yOTk5OTk4MTgyMDYsMCwwLDI1MDIuMjk5OTk5ODE4MjA2LDI1MDIuMjk5OTk5ODE4MjA2LDI1MDIuMjk5OTk5ODE4MjA2LDI1MDIuMjk5OTk5ODE4MjA2LDAsMjUwMi4yOTk5OTk4MTgyMDYsMjU2MS4yMDAwMDAzNDU3MDcsMjYyMi42MDAwMDAzNTE2Njc0LDI2MjMuNDAwMDAwODU1MzI2N10sInIiOjAsInMiOjE2MzM5NjI3Nzc0NTksImUiOjE2MzM5NjI3Nzc1ODUsInEiOiJpbWFnZSIsImIiOiJ2dXhndDQwcG8ifSx7Im4iOiJjbG91ZGZyb250IiwibSI6WzI1MDIuNjAwMDAxMTcxMjMxMywwLDAsMjUwMi42MDAwMDExNzEyMzEzLDI1MDguMjAwMDAwOTcxNTU1NywyNTExLjYwMDAwMDc4MzgwMSwyNTExLjYwMDAwMDc4MzgwMSwyNTgzLjAwMDAwMDU2NjI0NCwyNjQ4LjI5OTk5OTUzNTA4MzgsMjY0OC41MDAwMDEwNTc5ODI0LDI2OTEuNTAwMDAwNjU1NjUxLDI2OTEuOTk5OTk5ODA2Mjg1XSwiciI6MCwicyI6MTYzMzk2Mjc3NzQ1OSwiZSI6MTYzMzk2Mjc3NzY1MywicSI6ImltYWdlIiwiYiI6InVuZGVmaW5lZCJ9LHsibiI6ImxldmVsMyIsIm0iOlsyNTAzLjYwMDAwMTMzNTE0NCwwLDAsMjUwMy42MDAwMDEzMzUxNDQsMjUxMi43MDAwMDA3Nzc4NDA2LDI1MTMuNzAwMDAwOTQxNzUzNCwyNTEzLjcwMDAwMDk0MTc1MzQsMjU4NS4zMDAwMDAzODQ0NSwyNjUzLjMwMDAwMDM1NDY0NzYsMjY1My40MDAwMDAxODQ3NzQ0LDI3MDAuNzk5OTk5NzU4NjAxLDI3MDEuNDAwMDAwNjAyMDA3XSwiciI6MCwicyI6MTYzMzk2Mjc3NzQ1OSwiZSI6MTYzMzk2Mjc3NzY2MiwicSI6ImltYWdlIiwiYiI6InVuZGVmaW5lZCJ9LHsibiI6InljcyIsIm0iOlsyNTAyLjkwMDAwMDY2MTYxMTYsMCwwLDI1MDIuOTAwMDAwNjYxNjExNiwyNTA4LjcwMDAwMDEyMjE4OTUsMjUxMS43MDAwMDA2MTM5MjgsMjUxMS43MDAwMDA2MTM5MjgsMjU4OS40MDAwMDA4NzAyMjgsMjY2My4wMDAwMDA2NDA3NSwyNjYzLjEwMDAwMDQ3MDg3NjcsMjcxMi43MDAwMDAwMzI3ODI2LDI3MTMuMzAwMDAwODc2MTg4M10sInIiOjAsInMiOjE2MzM5NjI3Nzc0NTksImUiOjE2MzM5NjI3Nzc2NzQsInEiOiJpbWFnZSIsImIiOiJqd29wbnR3YXgifSx7Im4iOiJha2FtYWkiLCJtIjpbMjUwNC4zMDAwMDAxNDYwMzE0LDAsMCwyNTA0LjMwMDAwMDE0NjAzMTQsMjU1OS4yMDAwMDAwMTc4ODE0LDI1NTkuNzAwMDAxMDMxMTYwNCwyNTU5LjcwMDAwMTAzMTE2MDQsMjYwOC41MDAwMDAwODk0MDcsMjY3OS4zMDAwMDA4OTEwODk0LDI2ODAuOTk5OTk5ODY1ODg5NSwyNzIwLjQ5OTk5OTgyMTE4NiwyNzIxLjEwMDAwMDY2NDU5Ml0sInIiOjAsInMiOjE2MzM5NjI3Nzc0NTksImUiOjE2MzM5NjI3Nzc2ODQsInEiOiJpbWFnZSIsImIiOiJ1bmRlZmluZWQifSx7Im4iOiJlZGdlY2FzdCIsIm0iOlsyNTA0LjAwMDAwMDY1NTY1MSwwLDAsMjUwNC4wMDAwMDA2NTU2NTEsMjU1MS41OTk5OTk4ODk3MzE0LDI1NTIuMjAwMDAwNzMzMTM3LDI1NTIuMjAwMDAwNzMzMTM3LDI2MjUuNzAwMDAwNjczNTMyNSwyNjg5LjAwMDAwMTE3NzE5MTcsMjY4OS4wMDAwMDExNzcxOTE3LDI3NDYuODk5OTk5Njc4MTM1LDI3NDcuMzAwMDAwODYxMjg3XSwiciI6MCwicyI6MTYzMzk2Mjc3NzQ1OSwiZSI6MTYzMzk2Mjc3NzcwNywicSI6ImltYWdlIiwiYiI6InVuZGVmaW5lZCJ9LHsibiI6ImxpbWVsaWdodCIsIm0iOlsyNTAzLjM5OTk5OTgxMjI0NTQsMCwwLDI1MDMuMzk5OTk5ODEyMjQ1NCwyNTEyLjE5OTk5OTc2NDU2MTcsMjUxMy42MDAwMDExMTE2MjY2LDI1MTMuNjAwMDAxMTExNjI2NiwyNTkzLjcwMDAwMTAxNjI1OSwyNzIzLjg5OTk5OTYzMzQzMTQsMjcyNC4yMDAwMDA5ODY0NTcsMjc3OS4xMDAwMDA4NTgzMDcsMjc3OS43OTk5OTk2NjkxOTRdLCJyIjowLCJzIjoxNjMzOTYyNzc3NDU5LCJlIjoxNjMzOTYyNzc3NzQwLCJxIjoiaW1hZ2UiLCJiIjoidW5kZWZpbmVkIn1d","3282","212","","ssl/ybar-mcdn-report.wc.yahoodns.net:443","","Low","","","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","ybar-mcdn-report.wc.yahoodns.net","212","1000013482.43","","-1","1","3100","","-1","","103","404","/cs/W3sibiI6ImNvcmVkbnMiLCJtIjpbMjUwMi4yOTk5OTk4MTgyMDYsMCwwLDI1MDIuMjk5OTk5ODE4MjA2LDI1MDIuMjk5OTk5ODE4MjA2LDI1MDIuMjk5OTk5ODE4MjA2LDI1MDIuMjk5OTk5ODE4MjA2LDAsMjUwMi4yOTk5OTk4MTgyMDYsMjU2MS4yMDAwMDAzNDU3MDcsMjYyMi42MDAwMDAzNTE2Njc0LDI2MjMuNDAwMDAwODU1MzI2N10sInIiOjAsInMiOjE2MzM5NjI3Nzc0NTksImUiOjE2MzM5NjI3Nzc1ODUsInEiOiJpbWFnZSIsImIiOiJ2dXhndDQwcG8ifSx7Im4iOiJjbG91ZGZyb250IiwibSI6WzI1MDIuNjAwMDAxMTcxMjMxMywwLDAsMjUwMi42MDAwMDExNzEyMzEzLDI1MDguMjAwMDAwOTcxNTU1NywyNTExLjYwMDAwMDc4MzgwMSwyNTExLjYwMDAwMDc4MzgwMSwyNTgzLjAwMDAwMDU2NjI0NCwyNjQ4LjI5OTk5OTUzNTA4MzgsMjY0OC41MDAwMDEwNTc5ODI0LDI2OTEuNTAwMDAwNjU1NjUxLDI2OTEuOTk5OTk5ODA2Mjg1XSwiciI6MCwicyI6MTYzMzk2Mjc3NzQ1OSwiZSI6MTYzMzk2Mjc3NzY1MywicSI6ImltYWdlIiwiYiI6InVuZGVmaW5lZCJ9LHsibiI6ImxldmVsMyIsIm0iOlsyNTAzLjYwMDAwMTMzNTE0NCwwLDAsMjUwMy42MDAwMDEzMzUxNDQsMjUxMi43MDAwMDA3Nzc4NDA2LDI1MTMuNzAwMDAwOTQxNzUzNCwyNTEzLjcwMDAwMDk0MTc1MzQsMjU4NS4zMDAwMDAzODQ0NSwyNjUzLjMwMDAwMDM1NDY0NzYsMjY1My40MDAwMDAxODQ3NzQ0LDI3MDAuNzk5OTk5NzU4NjAxLDI3MDEuNDAwMDAwNjAyMDA3XSwiciI6MCwicyI6MTYzMzk2Mjc3NzQ1OSwiZSI6MTYzMzk2Mjc3NzY2MiwicSI6ImltYWdlIiwiYiI6InVuZGVmaW5lZCJ9LHsibiI6InljcyIsIm0iOlsyNTAyLjkwMDAwMDY2MTYxMTYsMCwwLDI1MDIuOTAwMDAwNjYxNjExNiwyNTA4LjcwMDAwMDEyMjE4OTUsMjUxMS43MDAwMDA2MTM5MjgsMjUxMS43MDAwMDA2MTM5MjgsMjU4OS40MDAwMDA4NzAyMjgsMjY2My4wMDAwMDA2NDA3NSwyNjYzLjEwMDAwMDQ3MDg3NjcsMjcxMi43MDAwMDAwMzI3ODI2LDI3MTMuMzAwMDAwODc2MTg4M10sInIiOjAsInMiOjE2MzM5NjI3Nzc0NTksImUiOjE2MzM5NjI3Nzc2NzQsInEiOiJpbWFnZSIsImIiOiJqd29wbnR3YXgifSx7Im4iOiJha2FtYWkiLCJtIjpbMjUwNC4zMDAwMDAxNDYwMzE0LDAsMCwyNTA0LjMwMDAwMDE0NjAzMTQsMjU1OS4yMDAwMDAwMTc4ODE0LDI1NTkuNzAwMDAxMDMxMTYwNCwyNTU5LjcwMDAwMTAzMTE2MDQsMjYwOC41MDAwMDAwODk0MDcsMjY3OS4zMDAwMDA4OTEwODk0LDI2ODAuOTk5OTk5ODY1ODg5NSwyNzIwLjQ5OTk5OTgyMTE4NiwyNzIxLjEwMDAwMDY2NDU5Ml0sInIiOjAsInMiOjE2MzM5NjI3Nzc0NTksImUiOjE2MzM5NjI3Nzc2ODQsInEiOiJpbWFnZSIsImIiOiJ1bmRlZmluZWQifSx7Im4iOiJlZGdlY2FzdCIsIm0iOlsyNTA0LjAwMDAwMDY1NTY1MSwwLDAsMjUwNC4wMDAwMDA2NTU2NTEsMjU1MS41OTk5OTk4ODk3MzE0LDI1NTIuMjAwMDAwNzMzMTM3LDI1NTIuMjAwMDAwNzMzMTM3LDI2MjUuNzAwMDAwNjczNTMyNSwyNjg5LjAwMDAwMTE3NzE5MTcsMjY4OS4wMDAwMDExNzcxOTE3LDI3NDYuODk5OTk5Njc4MTM1LDI3NDcuMzAwMDAwODYxMjg3XSwiciI6MCwicyI6MTYzMzk2Mjc3NzQ1OSwiZSI6MTYzMzk2Mjc3NzcwNywicSI6ImltYWdlIiwiYiI6InVuZGVmaW5lZCJ9LHsibiI6ImxpbWVsaWdodCIsIm0iOlsyNTAzLjM5OTk5OTgxMjI0NTQsMCwwLDI1MDMuMzk5OTk5ODEyMjQ1NCwyNTEyLjE5OTk5OTc2NDU2MTcsMjUxMy42MDAwMDExMTE2MjY2LDI1MTMuNjAwMDAxMTExNjI2NiwyNTkzLjcwMDAwMTAxNjI1OSwyNzIzLjg5OTk5OTYzMzQzMTQsMjcyNC4yMDAwMDA5ODY0NTcsMjc3OS4xMDAwMDA4NTgzMDcsMjc3OS43OTk5OTk2NjkxOTRdLCJyIjowLCJzIjoxNjMzOTYyNzc3NDU5LCJlIjoxNjMzOTYyNzc3NzQwLCJxIjoiaW1hZ2UiLCJiIjoidW5kZWZpbmVkIn1d","3204","59862","GET","1","3204","","204","78","","","3368","3282","3368","3368","3368","0","3100","3368","268","40","41","2","0","","","","","","","","","","","",
"188.125.88.200","","760","69","1000013482.47","","","no-store","-1","211011_ZZ_1Z","3209","LOWEST","","","-1","69","-1","3209","-1","","3356","443","HTTP/2","-1","3","https://ybar-bcixgqnklvreport.wc.yahoodns.net/cs/W3sibiI6InZwaXhpZWIiLCJtIjpbMjUwMS43MDAwMDA4Mzc0NDUzLDAsMCwyNTAxLjcwMDAwMDgzNzQ0NTMsMjUwNy4xMDAwMDA5Nzc1MTYsMjU2Mi4xMDAwMDA2Nzk0OTMsMjU2Mi4xMDAwMDA2Nzk0OTMsMjcyMy44OTk5OTk2MzM0MzE0LDI4ODIuNTAwMDAwMjk4MDIzLDI4ODIuNjAwMDAwMTI4MTUsMzAzMi41MDAwMDA2NzA1NTIzLDMwMzIuODk5OTk5OTkxMDU5M10sInIiOjAsInMiOjE2MzM5NjI3Nzc0NTgsImUiOjE2MzM5NjI3Nzc5OTMsInEiOiJpbWFnZSIsImIiOiJiY2l4Z3Fua2x2In1d","3355","212","","ssl/ybar-bcixgqnklvreport.wc.yahoodns.net:443","","Low","","","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","ybar-bcixgqnklvreport.wc.yahoodns.net","212","1000013482.47","","-1","1","3101","","-1","","69","416","/cs/W3sibiI6InZwaXhpZWIiLCJtIjpbMjUwMS43MDAwMDA4Mzc0NDUzLDAsMCwyNTAxLjcwMDAwMDgzNzQ0NTMsMjUwNy4xMDAwMDA5Nzc1MTYsMjU2Mi4xMDAwMDA2Nzk0OTMsMjU2Mi4xMDAwMDA2Nzk0OTMsMjcyMy44OTk5OTk2MzM0MzE0LDI4ODIuNTAwMDAwMjk4MDIzLDI4ODIuNjAwMDAwMTI4MTUsMzAzMi41MDAwMDA2NzA1NTIzLDMwMzIuODk5OTk5OTkxMDU5M10sInIiOjAsInMiOjE2MzM5NjI3Nzc0NTgsImUiOjE2MzM5NjI3Nzc5OTMsInEiOiJpbWFnZSIsImIiOiJiY2l4Z3Fua2x2In1d","3279","33640","GET","108","3278","","204","76","","","3425","3356","3425","3425","3425","0","3101","3425","322","41","42","2","0","","","","","","","","","","","",
"69.147.89.142","","764","211","1000013482.45","","","no-store","-1","211011_ZZ_1Z","3174","LOWEST","","","-1","211","-1","3174","-1","","3593","443","HTTP/2","-1","3","https://ybar-aexs07h83mreport.wc.yahoodns.net/cs/W3sibiI6InZwaXhpZWEiLCJtIjpbMjUwMC41MDAwMDEwMTMyNzksMCwwLDI1MDAuNTAwMDAxMDEzMjc5LDI1MDEuMTk5OTk5ODI0MTY2MywyNTUyLjc5OTk5OTcxMzg5NzcsMjU1Mi43OTk5OTk3MTM4OTc3LDI2NjcuMjAwMDAwOTU2NjU0NSwyNzYwLjk5OTk5OTk0MDM5NTQsMjc2MS42MDAwMDA3ODM4MDEsMjg0Ni40MDAwMDAxNTQ5NzIsMjg0Ni43OTk5OTk0NzU0NzldLCJyIjowLCJzIjoxNjMzOTYyNzc3NDU4LCJlIjoxNjMzOTYyNzc3ODA3LCJxIjoiaW1hZ2UiLCJiIjoiYWV4czA3aDgzbSJ9XQ==","3592","212","","ssl/ybar-aexs07h83mreport.wc.yahoodns.net:443","","Low","","","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","ybar-aexs07h83mreport.wc.yahoodns.net","212","1000013482.45","","-1","1","3100","","-1","","202","415","/cs/W3sibiI6InZwaXhpZWEiLCJtIjpbMjUwMC41MDAwMDEwMTMyNzksMCwwLDI1MDAuNTAwMDAxMDEzMjc5LDI1MDEuMTk5OTk5ODI0MTY2MywyNTUyLjc5OTk5OTcxMzg5NzcsMjU1Mi43OTk5OTk3MTM4OTc3LDI2NjcuMjAwMDAwOTU2NjU0NSwyNzYwLjk5OTk5OTk0MDM5NTQsMjc2MS42MDAwMDA3ODM4MDEsMjg0Ni40MDAwMDAxNTQ5NzIsMjg0Ni43OTk5OTk0NzU0NzldLCJyIjowLCJzIjoxNjMzOTYyNzc3NDU4LCJlIjoxNjMzOTYyNzc3ODA3LCJxIjoiaW1hZ2UiLCJiIjoiYWV4czA3aDgzbSJ9XQ==","3376","42856","GET","74","3376","","204","216","","","3804","3593","3804","3804","3804","0","3100","3804","703","42","43","2","0","","","","","","","","","","","",
"69.147.89.142","","764","207","1000013482.49","","","no-store","-1","211011_ZZ_1Z","3209","LOWEST","","","-1","207","-1","3209","-1","","3648","443","HTTP/2","-1","3","https://ybar-cu8z1yxvk6report.wc.yahoodns.net/cs/W3sibiI6InZwaXhpZWMiLCJtIjpbMjUwMi4wMDAwMDAzMjc4MjU1LDAsMCwyNTAyLjAwMDAwMDMyNzgyNTUsMjUwNy41MDAwMDAyOTgwMjMsMjU2OS41MDAwMDExNDczODk0LDI1NjkuNTAwMDAxMTQ3Mzg5NCwyNzQzLjY5OTk5OTUyNjE0MywyOTIzLjEwMDAwMDI0NzM1OTMsMjkyMy4yMDAwMDAwNzc0ODYsMzA5NC4zOTk5OTk4MjcxNDY1LDMwOTUuMTAwMDAwNTAwNjc5XSwiciI6MCwicyI6MTYzMzk2Mjc3NzQ1OSwiZSI6MTYzMzk2Mjc3ODA1NiwicSI6ImltYWdlIiwiYiI6ImN1OHoxeXh2azYifV0=","3648","18","","ssl/ybar-cu8z1yxvk6report.wc.yahoodns.net:443","","Low","","","-1","-1","other","40499F8A672A07C5DC26FEE5632BA3F8","ybar-cu8z1yxvk6report.wc.yahoodns.net","18","1000013482.49","","-1","1","3101","","-1","","213","417","/cs/W3sibiI6InZwaXhpZWMiLCJtIjpbMjUwMi4wMDAwMDAzMjc4MjU1LDAsMCwyNTAyLjAwMDAwMDMyNzgyNTUsMjUwNy41MDAwMDAyOTgwMjMsMjU2OS41MDAwMDExNDczODk0LDI1NjkuNTAwMDAxMTQ3Mzg5NCwyNzQzLjY5OTk5OTUyNjE0MywyOTIzLjEwMDAwMDI0NzM1OTMsMjkyMy4yMDAwMDAwNzc0ODYsMzA5NC4zOTk5OTk4MjcxNDY1LDMwOTUuMTAwMDAwNTAwNjc5XSwiciI6MCwicyI6MTYzMzk2Mjc3NzQ1OSwiZSI6MTYzMzk2Mjc3ODA1NiwicSI6ImltYWdlIiwiYiI6ImN1OHoxeXh2azYifV0=","3422","42860","GET","108","3422","","204","226","","","3855","3648","3855","3855","3855","0","3101","3855","754","43","44","2","0","","","","","","","","","","","",
"98.137.11.163","","382","199","9DC7403C38CD3DC7C3498FFFC2D99F49","","","no-store, no-cache","-1","211011_ZZ_1Z","3","HIGHEST","","","-1","199","-1","3","-1","","196","80","http/1.1","-1","3","http://yahoo.com/","-1","8","","yahoo.com:80","text/html","VeryHigh","","","-1","-1","script","933205DB57FD9AAC9D2C1779B0E09385","yahoo.com","8","9DC7403C38CD3DC7C3498FFFC2D99F49","","-1","0","3","","-1","","193","103","/","-1","54486","GET","0","196","","301","-1","","","395","196","395","395","395","0","3","395","392","0","1","3","0","","","","","","","","","","","",
"98.137.11.163","","392","221","9DC7403C38CD3DC7C3498FFFC2D99F49-1","","","no-store, no-cache","-1","211011_ZZ_1Z","-1","VeryHigh","","","-1","221","-1","397","-1","","789","443","HTTP/2","-1","3","https://yahoo.com/","789","8","","ssl/yahoo.com:443","text/html","VeryHigh","","","-1","-1","script","933205DB57FD9AAC9D2C1779B0E09385","yahoo.com","0","9DC7403C38CD3DC7C3498FFFC2D99F49","","-1","1","-1","","-1","","190","114","/","587","58220","GET","-1","587","","301","202","","","1010","789","1010","1010","1010","0","397","1010","613","1","2","3","0","1","256","True","0","","","","","","","",
"87.248.100.215","","396","83","9DC7403C38CD3DC7C3498FFFC2D99F49-2","","","no-store","-1","211011_ZZ_1Z","1045","VeryHigh","","","-1","83","-1","1045","-1","","1206","443","HTTP/2","-1","3","https://www.yahoo.com/","1205","0","","ssl/www.yahoo.com:443","text/html","VeryHigh","","","-1","-1","script","933205DB57FD9AAC9D2C1779B0E09385","www.yahoo.com","0","9DC7403C38CD3DC7C3498FFFC2D99F49","","-1","1","1011","","-1","","75","124","/","1120","35696","GET","34","1120","","307","85","","","1289","1206","1289","1289","1289","0","1011","1289","277","2","3","3","0","","","","","","","","","","","",
"54.75.180.192","","488","99","9DC7403C38CD3DC7C3498FFFC2D99F49-3","","","","-1","211011_ZZ_1Z","1291","VeryHigh","","","-1","99","-1","1291","-1","","1519","443","http/1.1","-1","3","https://guce.yahoo.com/consent?brandType=nonEu&gcrumb=UB2DjlE&done=https%3A%2F%2Fwww.yahoo.com%2F","1519","0","","ssl/guce.yahoo.com:443","","VeryHigh","","","-1","-1","script","933205DB57FD9AAC9D2C1779B0E09385","guce.yahoo.com","0","9DC7403C38CD3DC7C3498FFFC2D99F49","","-1","1","1290","","-1","","68","134","/consent?brandType=nonEu&gcrumb=UB2DjlE&done=https%3A%2F%2Fwww.yahoo.com%2F","1359","38328","GET","1","1359","","302","160","","","1618","1519","1618","1618","1618","0","1290","1618","328","3","4","3","0","","","","","","","","","","","",
"54.75.180.192","","494","115","9DC7403C38CD3DC7C3498FFFC2D99F49-4","","","no-cache, no-store, must-revalidate","-1","211011_ZZ_1Z","1621","VeryHigh","","","-1","113","-1","1621","-1","","1842","443","http/1.1","100","3","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_382412ce-ed28-49f3-b8e3-8ac63f25f8fa","1842","7724","7724","ssl/consent.yahoo.com:443","text/html","VeryHigh","","0","-1","-1","script","933205DB57FD9AAC9D2C1779B0E09385","consent.yahoo.com","8632","9DC7403C38CD3DC7C3498FFFC2D99F49","0","100","1","1620","","-1","","68","143","/v2/collectConsent?sessionId=3_cc-session_382412ce-ed28-49f3-b8e3-8ac63f25f8fa","1689","38330","GET","1","1689","","200","153","gzip","","1957","1842","1955","1955","1957","2","1620","1957","337","4","5","3","0","","","","","1","37316","1","1","","","",
"87.248.118.23","29","408","117","1000014246.5","0","","public,max-age=86400","100","211011_ZZ_1Z","-1","LOWEST","760","","-1","117","50","-1","100","32283","2071","","HTTP/2","-1","3","https://s.yimg.com/rz/p/yahoo_frontpage_en-US_s_f_p_bestfit_frontpage.png","-1","760","","","image/png","Low","","Tue, 31 Aug 2021 23:00:00 GMT","-1","-1","parser","933205DB57FD9AAC9D2C1779B0E09385","s.yimg.com","1028","1000014246.5","","100","1","-1","","-1","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_382412ce-ed28-49f3-b8e3-8ac63f25f8fa","-1","164","/rz/p/yahoo_frontpage_en-US_s_f_p_bestfit_frontpage.png","-1","","GET","-1","-1","","200","-1","","Yahoo","2188","2071","2188","2188","2188","0","2071","2188","117","5","6","3","0","3","","","","","760","","","","","",
"87.248.118.23","7","367","116","1000014246.4","","","max-age=31536000; immutable","100","211011_ZZ_1Z","1966","HIGHEST","","","-1","54","100","1966","-1","30515108","2071","443","HTTP/2","100","3","https://s.yimg.com/oa/build/css/site-ltr-d43e0c55.css","2071","23491","23491","ssl/s.yimg.com:443","text/css","VeryHigh","","","-1","-1","parser","933205DB57FD9AAC9D2C1779B0E09385","s.yimg.com","23988","1000014246.4","0","100","1","1964","","-1","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_382412ce-ed28-49f3-b8e3-8ac63f25f8fa","46","164","/oa/build/css/site-ltr-d43e0c55.css","2012","37194","GET","2","2012","","200","59","gzip","Yahoo","2187","2071","2125","2125","2187","62","1964","2187","223","6","7","3","0","1","256","True","0","","142010","","","","","",
"54.75.180.192","79","630","123","1000014246.9","","","","-1","211011_ZZ_1Z","-1","LOWEST","","","-1","123","-1","-1","-1","","2190","443","http/1.1","-1","3","https://consent.yahoo.com/beacon?tag=TCF2&step=Layer1-View&brandDomain=www.yahoo.com&brandBid=&userType=nonreg&sdk=false&tos=en-US&country=CZ&sessionId=3_cc-session_382412ce-ed28-49f3-b8e3-8ac63f25f8fa","-1","142","","ssl/consent.yahoo.com:443","","Low","","","-1","-1","parser","933205DB57FD9AAC9D2C1779B0E09385","consent.yahoo.com","142","1000014246.9","","-1","1","-1","","-1","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_382412ce-ed28-49f3-b8e3-8ac63f25f8fa","-1","143","/beacon?tag=TCF2&step=Layer1-View&brandDomain=www.yahoo.com&brandBid=&userType=nonreg&sdk=false&tos=en-US&country=CZ&sessionId=3_cc-session_382412ce-ed28-49f3-b8e3-8ac63f25f8fa","-1","38330","GET","-1","-1","","204","-1","","","2313","2190","2313","2313","2313","0","2190","2313","123","7","8","3","0","","","","","","","","","","","",
"87.248.118.23","29","408","73","1000014246.6","0","","public,max-age=86400","100","211011_ZZ_1Z","-1","LOWEST","810","","-1","72","0","-1","100","742","2191","","HTTP/2","-1","3","https://s.yimg.com/rz/p/yahoo_frontpage_en-US_s_f_w_bestfit_frontpage.png","-1","810","","","image/png","Low","","Tue, 31 Aug 2021 23:00:00 GMT","-1","-1","parser","933205DB57FD9AAC9D2C1779B0E09385","s.yimg.com","1008","1000014246.6","","100","1","-1","","-1","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_382412ce-ed28-49f3-b8e3-8ac63f25f8fa","-1","164","/rz/p/yahoo_frontpage_en-US_s_f_w_bestfit_frontpage.png","-1","","GET","-1","-1","","200","-1","","Yahoo","2264","2191","2263","2263","2264","1","2191","2264","73","8","9","3","0","7","147","True","5","","810","","","","","",
"87.248.118.23","29","376","82","1000014246.7","","","","0","211011_ZZ_1Z","-1","LOWEST","","","-1","75","0","-1","-1","0","2191","","HTTP/2","36","3","https://edge-mcdn.secure.yahoo.com/ybar/cerebro_min.js","-1","5188","5188","","application/javascript","Low","","","-1","-1","parser","933205DB57FD9AAC9D2C1779B0E09385","edge-mcdn.secure.yahoo.com","5452","1000014246.7","3285","100","1","-1","","-1","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_382412ce-ed28-49f3-b8e3-8ac63f25f8fa","-1","164","/ybar/cerebro_min.js","-1","","GET","-1","-1","","200","-1","","","2273","2191","2266","2266","2273","7","2191","2273","82","9","10","3","0","9","","","","","5188","","2","1","","",
"87.248.118.23","78","346","71","1000014246.8","","","max-age=31536000; immutable","100","211011_ZZ_1Z","-1","MEDIUM","","","-1","55","100","-1","-1","30515109","2191","","HTTP/2","100","3","https://s.yimg.com/oa/build/js/site-5e9771c8.js","-1","10137","10137","","application/javascript","Medium","","","-1","-1","parser","933205DB57FD9AAC9D2C1779B0E09385","s.yimg.com","10327","1000014246.8","0","100","1","-1","","-1","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_382412ce-ed28-49f3-b8e3-8ac63f25f8fa","-1","164","/oa/build/js/site-5e9771c8.js","-1","","GET","-1","-1","","200","-1","gzip","Yahoo","2262","2191","2246","2246","2262","16","2191","2262","71","10","11","3","0","5","183","True","0","","52591","","1","4","","",
"87.248.118.23","78","429","186","1000014246.17","0","","max-age=31536000; immutable","100","211011_ZZ_1Z","-1","MEDIUM","63640","","-1","78","100","-1","100","30760417","2196","","HTTP/2","100","3","https://s.yimg.com/oa/build/images/en-GB-home_f0badd867efa6720.jpeg","-1","63640","63640","","image/jpeg","Low","","","-1","-1","parser","933205DB57FD9AAC9D2C1779B0E09385","s.yimg.com","63905","1000014246.17","0","100","1","-1","","-1","https://consent.yahoo.com/v2/collectConsent?sessionId=3_cc-session_382412ce-ed28-49f3-b8e3-8ac63f25f8fa","-1","164","/oa/build/images/en-GB-home_f0badd867efa6720.jpeg","-1","","GET","-1","-1","","200","-1","gzip","Yahoo","2382","2196","2274","2274","2382","108","2196","2382","186","11","12","3","0","11","147","True","9","","79439","","","","0","1",
"87.248.118.23","","388","51","1000014246.22","","","max-age=31536000; immutable","100","211011_ZZ_1Z","-1","MEDIUM","","","-1","51","100","-1","-1","29546800","2388","","HTTP/2","-1","3","https://s.yimg.com/oa/build/images/favicons/yahoo.png","-1","1406","","","image/png","High","","","-1","-1","other","933205DB57FD9AAC9D2C1779B0E09385","s.yimg.com","1625","1000014246.22","","100","1","-1","","-1","","-1","164","/oa/build/images/favicons/yahoo.png","-1","","GET","-1","-1","","200","-1","","Yahoo","2439","2388","2439","2439","2439","0","2388","2439","51","12","13","3","0","13","220","True","0","","1406","","","","","",
