"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","http2_stream_id","http2_stream_weight","http2_stream_exclusive","http2_stream_dependency","final_base_page","objectSizeUncompressed","is_base_page","cpu.EvaluateScript","cpu.FunctionCall","initiator_function",
"157.240.27.27","166","420","296","1000003276.64","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","242","100","-1","-1","31536000","1320","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3idwn4/yT/l/cs_CZ/aEyD7sN4tGU.js?_nc_x=Ij3Wp8lg5Kz","-1","14353","14353","","application/x-javascript","High","2718","Sun, 09 Oct 2022 08:44:01 GMT","-1","-1","script","2C8B64EEA3E67DF21BFF793C47536A4B","static.xx.fbcdn.net","14545","1000003276.64","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","178","/rsrc.php/v3idwn4/yT/l/cs_CZ/aEyD7sN4tGU.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1616","1320","1562","1562","1616","54","1320","1616","296","31","32","1","0","49","220","True","47","","45393","","5","0","P",
"157.240.27.27","166","409","370","1000003276.65","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","297","100","-1","-1","31536000","1320","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/_WeFJu9rVl6.js?_nc_x=Ij3Wp8lg5Kz","-1","42910","42910","","application/x-javascript","High","2718","Sat, 08 Oct 2022 14:22:41 GMT","-1","-1","script","2C8B64EEA3E67DF21BFF793C47536A4B","static.xx.fbcdn.net","43096","1000003276.65","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","178","/rsrc.php/v3/yi/r/_WeFJu9rVl6.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1690","1320","1617","1617","1690","73","1320","1690","370","32","33","1","0","51","220","True","49","","144595","","15","","P",
"157.240.27.27","166","409","399","1000003276.82","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","298","100","-1","-1","31536000","1320","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/dAxX26lvEiZ.js?_nc_x=Ij3Wp8lg5Kz","-1","16707","16707","","application/x-javascript","High","2718","Fri, 07 Oct 2022 20:28:48 GMT","-1","-1","script","2C8B64EEA3E67DF21BFF793C47536A4B","static.xx.fbcdn.net","16911","1000003276.82","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","178","/rsrc.php/v3/y7/r/dAxX26lvEiZ.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1719","1320","1618","1618","1719","101","1320","1719","399","33","34","1","0","53","220","True","51","","68173","","19","","P",
"157.240.27.27","166","409","403","1000003276.83","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","298","100","-1","-1","31536000","1320","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yv/r/cN-N4Eu_deZ.js?_nc_x=Ij3Wp8lg5Kz","-1","2277","2277","","application/x-javascript","High","2718","Fri, 07 Oct 2022 21:50:13 GMT","-1","-1","script","2C8B64EEA3E67DF21BFF793C47536A4B","static.xx.fbcdn.net","2469","1000003276.83","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","178","/rsrc.php/v3/yv/r/cN-N4Eu_deZ.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1723","1320","1618","1618","1723","105","1320","1723","403","34","35","1","0","55","220","True","53","","7286","","1","","P",
"157.240.27.27","166","409","408","1000003276.84","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","299","100","-1","-1","31536000","1320","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/JB0CVIbgIKw.js?_nc_x=Ij3Wp8lg5Kz","-1","2748","2748","","application/x-javascript","High","2718","Sat, 08 Oct 2022 14:22:41 GMT","-1","-1","script","2C8B64EEA3E67DF21BFF793C47536A4B","static.xx.fbcdn.net","2918","1000003276.84","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","178","/rsrc.php/v3/yi/r/JB0CVIbgIKw.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1728","1320","1619","1619","1728","109","1320","1728","408","35","36","1","0","57","220","True","55","","9157","","1","","P",
"157.240.27.27","166","420","433","1000003276.85","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","408","100","-1","-1","31536000","1320","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3iRdv4/y7/l/cs_CZ/sdLU8ytqjXx.js?_nc_x=Ij3Wp8lg5Kz","-1","14780","14780","","application/x-javascript","High","2718","Fri, 07 Oct 2022 21:54:08 GMT","-1","-1","script","2C8B64EEA3E67DF21BFF793C47536A4B","static.xx.fbcdn.net","14974","1000003276.85","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","178","/rsrc.php/v3iRdv4/y7/l/cs_CZ/sdLU8ytqjXx.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","1753","1320","1728","1728","1753","25","1320","1753","433","36","37","1","0","59","220","True","57","","46139","","19","","P",
"157.240.30.35","6","841","86","1000003276.90","","","private, no-cache, no-store, must-revalidate","100","211011_BV_1V","-1","MEDIUM","","","-1","86","-1","-1","-1","","1786","","HTTP/2","-1","3","https://www.facebook.com/ajax/bz?__a=1&__ccg=EXCELLENT&__comet_req=0&__csr=&__dyn=7xe6Fo4OQ1PyU9oynFwn84a2i5U4e1Fx-ewSwMxW0DUeUhw5cx60Vo1upE4W0OE2WxO0FE2awt81sbzo5-0me2218w5uwdK0D83mwaS0zE5W08HwSyE158&__hs=18911.BP%3ADEFAULT.2.0.0.0.&__hsi=7017815432140776698-0&__req=1&__rev=1004530411&__s=%3A%3Arey1ho&__spin_b=trunk&__spin_r=1004530411&__spin_t=1633962484&__user=0&dpr=1&jazoest=21024&lsd=AVrk4uauK_c","-1","0","","","text/html","High","1494","Sat, 01 Jan 2000 00:00:00 GMT","-1","-1","script","2C8B64EEA3E67DF21BFF793C47536A4B","www.facebook.com","166","1000003276.90","","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3idwn4/yT/l/cs_CZ/aEyD7sN4tGU.js?_nc_x=Ij3Wp8lg5Kz","-1","114","/ajax/bz?__a=1&__ccg=EXCELLENT&__comet_req=0&__csr=&__dyn=7xe6Fo4OQ1PyU9oynFwn84a2i5U4e1Fx-ewSwMxW0DUeUhw5cx60Vo1upE4W0OE2WxO0FE2awt81sbzo5-0me2218w5uwdK0D83mwaS0zE5W08HwSyE158&__hs=18911.BP%3ADEFAULT.2.0.0.0.&__hsi=7017815432140776698-0&__req=1&__rev=1004530411&__s=%3A%3Arey1ho&__spin_b=trunk&__spin_r=1004530411&__spin_t=1633962484&__user=0&dpr=1&jazoest=21024&lsd=AVrk4uauK_c","-1","","POST","-1","-1","","200","-1","","Facebook","1872","1786","1872","1872","1872","0","1786","1872","86","37","38","1","0","7","","","","","","","","","send",
"157.240.27.27","51","455","58","1000003276.91","0","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","1825","","-1","54","100","-1","100","31536000","1810","","HTTP/2","-1","3","https://static.xx.fbcdn.net/rsrc.php/v3/yx/r/UJP8P9Wk09f.png","-1","1825","","","image/png","Low","1285","Tue, 04 Oct 2022 10:21:00 GMT","-1","-1","script","2C8B64EEA3E67DF21BFF793C47536A4B","static.xx.fbcdn.net","2015","1000003276.91","","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3i9_W4/y_/l/cs_CZ/isZ_9yqZJwt.js?_nc_x=Ij3Wp8lg5Kz","-1","207","/rsrc.php/v3/yx/r/UJP8P9Wk09f.png","-1","","GET","-1","-1","","200","-1","","Facebook","1868","1810","1864","1864","1868","4","1810","1868","58","38","39","1","0","7","147","True","0","","1825","","","","b.getElementDimensions",
"157.240.27.27","51","455","62","1000003276.92","0","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","1267","","-1","59","100","-1","100","31536000","1810","","HTTP/2","-1","3","https://static.xx.fbcdn.net/rsrc.php/v3/yv/r/0IXfX5O1xDB.png","-1","1267","","","image/png","Low","1285","Sat, 01 Oct 2022 16:02:33 GMT","-1","-1","script","2C8B64EEA3E67DF21BFF793C47536A4B","static.xx.fbcdn.net","2191","1000003276.92","","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3i9_W4/y_/l/cs_CZ/isZ_9yqZJwt.js?_nc_x=Ij3Wp8lg5Kz","-1","207","/rsrc.php/v3/yv/r/0IXfX5O1xDB.png","-1","","GET","-1","-1","","200","-1","","Facebook","1872","1810","1869","1869","1872","3","1810","1872","62","39","40","1","0","9","147","True","7","","1267","","","","b.getElementDimensions",
"157.240.27.27","","391","62","1000003276.93","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","54","100","-1","-1","31536000","1823","","HTTP/2","26","3","https://static.xx.fbcdn.net/rsrc.php/yb/r/hLRJ1GG_y0J.ico","-1","4286","4286","","image/x-icon","High","","Tue, 11 Oct 2022 10:19:35 GMT","-1","-1","other","2C8B64EEA3E67DF21BFF793C47536A4B","static.xx.fbcdn.net","4489","1000003276.93","3131","100","1","-1","","-1","","-1","207","/rsrc.php/yb/r/hLRJ1GG_y0J.ico","-1","","GET","-1","-1","","200","-1","","Facebook","1885","1823","1877","1877","1885","8","1823","1885","62","40","41","1","0","11","220","True","0","","4286","","","","",
"157.240.30.35","6","842","137","1000003276.94","","","private, no-cache, no-store, must-revalidate","100","211011_BV_1V","-1","MEDIUM","","","-1","137","-1","-1","-1","","2799","","HTTP/2","-1","3","https://www.facebook.com/ajax/bz?__a=1&__ccg=EXCELLENT&__comet_req=0&__csr=&__dyn=7xe6Fo4OQ1PyU9oynFwn84a2i5U4e1Fx-ewSwMxW0DUeUhw5cx60Vo1upE4W0OE2WxO0FE2awt81sbzo5-0me2218w5uwdK0D83mwaS0zE5W08HwSyE158&__hs=18911.BP%3ADEFAULT.2.0.0.0.&__hsi=7017815432140776698-0&__req=2&__rev=1004530411&__s=%3A%3Arey1ho&__spin_b=trunk&__spin_r=1004530411&__spin_t=1633962484&__user=0&dpr=1&jazoest=21024&lsd=AVrk4uauK_c","-1","0","","","text/html","High","1494","Sat, 01 Jan 2000 00:00:00 GMT","-1","-1","script","2C8B64EEA3E67DF21BFF793C47536A4B","www.facebook.com","146","1000003276.94","","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3idwn4/yT/l/cs_CZ/aEyD7sN4tGU.js?_nc_x=Ij3Wp8lg5Kz","-1","114","/ajax/bz?__a=1&__ccg=EXCELLENT&__comet_req=0&__csr=&__dyn=7xe6Fo4OQ1PyU9oynFwn84a2i5U4e1Fx-ewSwMxW0DUeUhw5cx60Vo1upE4W0OE2WxO0FE2awt81sbzo5-0me2218w5uwdK0D83mwaS0zE5W08HwSyE158&__hs=18911.BP%3ADEFAULT.2.0.0.0.&__hsi=7017815432140776698-0&__req=2&__rev=1004530411&__s=%3A%3Arey1ho&__spin_b=trunk&__spin_r=1004530411&__spin_t=1633962484&__user=0&dpr=1&jazoest=21024&lsd=AVrk4uauK_c","-1","","POST","-1","-1","","200","-1","","Facebook","2936","2799","2936","2936","2936","0","2799","2936","137","41","42","1","0","9","","","","","","","","","send",
"157.240.30.35","","385","78","395EF68B5174DAABDE6A0A238ED01CC5","","","","-1","211011_BV_1V","3","HIGHEST","","","-1","78","-1","4","-1","","36","80","http/1.1","-1","3","http://facebook.com/","-1","0","","facebook.com:80","text/html","VeryHigh","","","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","facebook.com","0","395EF68B5174DAABDE6A0A238ED01CC5","","-1","0","3","","-1","","31","108","/","-1","34346","GET","0","35","","301","-1","","","114","36","114","114","114","0","4","114","109","0","1","2","0","","","","","","","","","","",
"157.240.30.35","","395","78","395EF68B5174DAABDE6A0A238ED01CC5-1","","","","-1","211011_BV_1V","-1","VeryHigh","","","-1","78","-1","115","-1","","188","443","HTTP/2","-1","3","https://facebook.com/","188","0","","ssl/facebook.com:443","text/html","VeryHigh","","","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","facebook.com","0","395EF68B5174DAABDE6A0A238ED01CC5","","-1","1","-1","","-1","","31","115","/","147","37114","GET","-1","146","","301","41","","","266","188","266","266","266","0","115","266","150","1","2","2","0","1","256","True","0","","","","","","",
"157.240.30.35","","399","199","395EF68B5174DAABDE6A0A238ED01CC5-2","","","private, no-cache, no-store, must-revalidate","100","211011_BV_1V","-1","VeryHigh","","","-1","135","-1","-1","-1","","268","","HTTP/2","100","3","https://www.facebook.com/","-1","33992","33992","","text/html","VeryHigh","","Sat, 01 Jan 2000 00:00:00 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","www.facebook.com","33992","395EF68B5174DAABDE6A0A238ED01CC5","0","100","1","-1","","-1","","-1","115","/","-1","","GET","-1","-1","","200","-1","br","Facebook","467","268","403","403","467","64","268","467","199","2","3","2","0","3","","","","1","123331","1","42","","",
"157.240.30.35","9","378","80","1000003967.19","0","","private, no-cache, no-store, must-revalidate","100","211011_BV_1V","-1","LOWEST","220","","-1","79","-1","-1","100","","445","","HTTP/2","100","3","https://facebook.com/security/hsts-pixel.gif","-1","220","220","","image/gif","Low","","Sat, 01 Jan 2000 00:00:00 GMT","-1","-1","parser","CE9C9E17C2B1CF230A527D39018513A4","facebook.com","220","1000003967.19","0","100","1","-1","","-1","https://www.facebook.com/","-1","115","/security/hsts-pixel.gif","-1","","GET","-1","-1","","200","-1","br","Facebook","525","445","524","524","525","1","445","525","80","3","4","2","0","5","147","True","3","","43","","","","",
"157.240.27.27","7","433","103","1000003967.9","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","HIGHEST","","","-1","100","100","-1","-1","31536000","543","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yL/l/0,cross/F_1gS1r_pHi.css?_nc_x=Ij3Wp8lg5Kz","-1","1636","1636","","text/css","VeryHigh","","Sun, 09 Oct 2022 15:11:43 GMT","-1","-1","parser","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","1831","1000003967.9","0","100","1","-1","","-1","https://www.facebook.com/","-1","149","/rsrc.php/v3/yL/l/0,cross/F_1gS1r_pHi.css?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","646","543","643","643","646","3","543","646","103","4","5","2","0","11","","","","","8345","","","","",
"157.240.27.27","8","409","249","1000003967.10","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","103","100","-1","-1","31536000","543","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","83257","83257","","application/x-javascript","High","","Fri, 30 Sep 2022 18:45:14 GMT","-1","-1","parser","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","83523","1000003967.10","0","100","1","-1","","-1","https://www.facebook.com/","-1","149","/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","792","543","646","646","792","146","543","792","249","5","6","2","0","13","","","","","307343","","11","52","",
"157.240.27.27","3","433","73","1000003967.5","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","HIGHEST","","","-1","64","100","-1","-1","31536000","543","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yE/l/0,cross/M7uGwhsJk9i.css?_nc_x=Ij3Wp8lg5Kz","-1","5186","5186","","text/css","VeryHigh","","Sun, 09 Oct 2022 14:23:11 GMT","-1","-1","parser","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","5378","1000003967.5","0","100","1","-1","","-1","https://www.facebook.com/","-1","149","/rsrc.php/v3/yE/l/0,cross/M7uGwhsJk9i.css?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","616","543","607","607","616","9","543","616","73","6","7","2","0","3","","","","","21647","","","","",
"157.240.27.27","4","433","78","1000003967.6","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","HIGHEST","","","-1","74","100","-1","-1","31536000","543","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/y0/l/0,cross/Iw3icnvlET1.css?_nc_x=Ij3Wp8lg5Kz","-1","2464","2464","","text/css","VeryHigh","","Sun, 09 Oct 2022 14:23:11 GMT","-1","-1","parser","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","2632","1000003967.6","0","100","1","-1","","-1","https://www.facebook.com/","-1","149","/rsrc.php/v3/y0/l/0,cross/Iw3icnvlET1.css?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","621","543","617","617","621","4","543","621","78","7","8","2","0","5","","","","","11321","","","","",
"157.240.27.27","5","433","96","1000003967.7","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","HIGHEST","","","-1","79","100","-1","-1","31536000","543","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yE/l/0,cross/cApa7fGgjCt.css?_nc_x=Ij3Wp8lg5Kz","-1","9585","9585","","text/css","VeryHigh","","Sun, 09 Oct 2022 14:39:27 GMT","-1","-1","parser","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","9930","1000003967.7","0","100","1","-1","","-1","https://www.facebook.com/","-1","149","/rsrc.php/v3/yE/l/0,cross/cApa7fGgjCt.css?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","639","543","622","622","639","17","543","639","96","8","9","2","0","7","","","","","43711","","","","",
"157.240.27.27","6","433","99","1000003967.8","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","HIGHEST","","","-1","96","100","-1","-1","31536000","543","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/y3/l/0,cross/fbWj5dcnmIq.css?_nc_x=Ij3Wp8lg5Kz","-1","1632","1632","","text/css","VeryHigh","","Tue, 04 Oct 2022 10:21:41 GMT","-1","-1","parser","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","1825","1000003967.8","0","100","1","-1","","-1","https://www.facebook.com/","-1","149","/rsrc.php/v3/y3/l/0,cross/fbWj5dcnmIq.css?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","642","543","639","639","642","3","543","642","99","9","10","2","0","9","","","","","5804","","","","",
"157.240.27.27","2","433","64","1000003967.4","","","public,max-age=31536000,immutable","100","211011_BV_1V","427","HIGHEST","","","-1","58","100","427","-1","31536000","543","443","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/y-/l/0,cross/BNdSVw6cAaf.css?_nc_x=Ij3Wp8lg5Kz","542","3487","3487","pm/ssl/static.xx.fbcdn.net:443","text/css","VeryHigh","","Sat, 08 Oct 2022 15:30:13 GMT","-1","-1","parser","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","4120","1000003967.4","0","100","1","425","","-1","https://www.facebook.com/","53","149","/rsrc.php/v3/y-/l/0,cross/BNdSVw6cAaf.css?_nc_x=Ij3Wp8lg5Kz","480","51194","GET","2","480","","200","62","br","Facebook","607","543","601","601","607","6","425","607","181","10","11","2","0","1","256","True","0","","14554","","","","",
"157.240.27.27","20","409","198","1000003967.24","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","LOW","","","-1","183","100","-1","-1","31536000","610","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/vrh3S7dptpI.js?_nc_x=Ij3Wp8lg5Kz","-1","8984","8984","","application/x-javascript","Medium","","Sat, 08 Oct 2022 14:22:41 GMT","-1","-1","parser","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","9176","1000003967.24","0","100","1","-1","","-1","https://www.facebook.com/","-1","149","/rsrc.php/v3/yd/r/vrh3S7dptpI.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","808","610","793","793","808","15","610","808","198","11","12","2","0","15","183","True","13","","29319","","3","12","",
"157.240.27.27","22","420","247","1000003967.26","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","LOW","","","-1","198","100","-1","-1","31536000","610","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3i9_W4/y_/l/cs_CZ/isZ_9yqZJwt.js?_nc_x=Ij3Wp8lg5Kz","-1","28446","28446","","application/x-javascript","Medium","","Mon, 10 Oct 2022 16:30:22 GMT","-1","-1","parser","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","28647","1000003967.26","0","100","1","-1","","-1","https://www.facebook.com/","-1","149","/rsrc.php/v3i9_W4/y_/l/cs_CZ/isZ_9yqZJwt.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","857","610","808","808","857","49","610","857","247","12","13","2","0","17","183","True","15","","106576","","4","","",
"157.240.27.27","23","409","265","1000003967.27","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","LOW","","","-1","247","100","-1","-1","31536000","610","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/K_7d914p48z.js?_nc_x=Ij3Wp8lg5Kz","-1","9404","9404","","application/x-javascript","Medium","","Sat, 08 Oct 2022 14:36:35 GMT","-1","-1","parser","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","9597","1000003967.27","0","100","1","-1","","-1","https://www.facebook.com/","-1","149","/rsrc.php/v3/y0/r/K_7d914p48z.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","875","610","857","857","875","18","610","875","265","13","14","2","0","19","183","True","17","","30551","","3","0","",
"157.240.27.27","9","391","61","1000003967.18","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","59","100","609","-1","31536000","880","443","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/y8/r/dF5SId3UHWd.svg","880","1027","1027","ssl/static.xx.fbcdn.net:443","image/svg+xml","Low","","Fri, 07 Oct 2022 22:09:23 GMT","-1","-1","parser","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","1918","1000003967.18","0","100","1","-1","","-1","https://www.facebook.com/","90","208","/rsrc.php/y8/r/dF5SId3UHWd.svg","699","51206","GET","-1","699","","200","181","br","Facebook","941","880","939","939","941","2","609","941","332","14","15","2","0","1","220","True","0","","2385","","","","",
"157.240.27.27","10","455","78","1000003967.31","0","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","LOWEST","8124","","-1","64","100","-1","100","31536000","880","","HTTP/2","-1","3","https://static.xx.fbcdn.net/rsrc.php/v3/y6/r/DRJImuH6zGz.png","-1","8124","","","image/png","Low","","Sun, 09 Oct 2022 14:39:27 GMT","-1","-1","parser","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","8315","1000003967.31","","100","1","-1","","-1","https://www.facebook.com/","-1","208","/rsrc.php/v3/y6/r/DRJImuH6zGz.png","-1","","GET","-1","-1","","200","-1","","Facebook","958","880","944","944","958","14","880","958","78","15","16","2","0","5","","","","","8124","","","","",
"157.240.27.27","10","455","63","1000003967.32","0","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","925","","-1","62","100","-1","100","31536000","880","","HTTP/2","-1","3","https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/YQNfPR9MJfx.png","-1","925","","","image/png","Low","","Tue, 04 Oct 2022 10:25:41 GMT","-1","-1","parser","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","1120","1000003967.32","","100","1","-1","","-1","https://www.facebook.com/","-1","208","/rsrc.php/v3/yO/r/YQNfPR9MJfx.png","-1","","GET","-1","-1","","200","-1","","Facebook","943","880","942","942","943","1","880","943","63","16","17","2","0","3","","","","","925","","","","",
"157.240.27.27","166","409","61","1000003967.50","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","52","100","-1","-1","31536000","923","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/y_/r/iNidxlsv4jk.js?_nc_x=Ij3Wp8lg5Kz","-1","5190","5190","","application/x-javascript","High","2718","Mon, 10 Oct 2022 14:19:25 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","5385","1000003967.50","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3/y_/r/iNidxlsv4jk.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","984","923","975","975","984","9","923","984","61","17","18","2","0","21","220","True","0","","19236","","3","","P",
"157.240.27.27","166","409","71","1000003967.51","","","public,max-age=31536000,immutable","100","211011_BV_1V","-1","MEDIUM","","","-1","60","100","-1","-1","31536000","925","","HTTP/2","100","3","https://static.xx.fbcdn.net/rsrc.php/v3/yJ/r/Gj0FDmrRZrR.js?_nc_x=Ij3Wp8lg5Kz","-1","6124","6124","","application/x-javascript","High","2718","Sat, 08 Oct 2022 14:22:41 GMT","-1","-1","script","CE9C9E17C2B1CF230A527D39018513A4","static.xx.fbcdn.net","6292","1000003967.51","0","100","1","-1","","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/CDBUf3L5Iup.js?_nc_x=Ij3Wp8lg5Kz","-1","149","/rsrc.php/v3/yJ/r/Gj0FDmrRZrR.js?_nc_x=Ij3Wp8lg5Kz","-1","","GET","-1","-1","","200","-1","br","Facebook","996","925","985","985","996","11","925","996","71","18","19","2","0","23","220","True","21","","17554","","2","0","P",
