"ip_addr","initiator_line","bytesOut","load_ms","request_id","image_save","minify_total","cacheControl","score_cdn","id","dns_end","priority","image_total","minify_save","score_cookies","ttfb_ms","score_cache","connect_start","score_compress","cache_time","load_start","server_port","protocol","score_gzip","type","full_url","ssl_end","objectSize","gzip_total","socket_group","contentType","initial_priority","initiator_column","expires","score_combine","score_etags","initiator_type","frame_id","host","bytesIn","raw_id","gzip_save","score_keep-alive","is_secure","dns_start","server_count","score_minify","initiator","connect_ms","socket","url","ssl_start","client_port","method","dns_ms","connect_end","server_rtt","responseCode","ssl_ms","contentEncoding","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","http2_stream_id","http2_stream_weight","http2_stream_exclusive","objectSizeUncompressed","final_base_page","http2_stream_dependency","is_base_page","cpu.EvaluateScript","cpu.FunctionCall","initiator_function",
"172.217.23.195","6","408","141","1000005849.47","","","public, max-age=31536000","100","211011_G1_33","1954","HIGHEST","","","-1","39","100","1954","-1","31100533","2110","443","HTTP/2","-1","3","https://fonts.gstatic.com/s/googlesans/v14/4UabrENHsxJlGDuGo1OIlLU94YtzCwY.woff2","2109","21700","","pm/ssl/fonts.gstatic.com:443","font/woff2","VeryHigh","456","Thu, 06 Oct 2022 18:17:12 GMT","-1","-1","script","933F31022DD0386507D6423EC903E0DD","fonts.gstatic.com","22365","1000005849.47","","100","1","1953","","-1","https://ogs.google.com/widget/callout?prid=19019113&pgid=19019112&puid=fd667da0068ae218&cce=1&dc=1&bc=1&origin=https%3A%2F%2Fwww.google.com&cn=callout&pid=1&spid=538&hl=cs","43","237","/s/googlesans/v14/4UabrENHsxJlGDuGo1OIlLU94YtzCwY.woff2","1997","60254","GET","1","1997","","200","112","","Google","2251","2110","2149","2149","2251","102","1953","2251","297","18","19","2","0","1","256","True","21700","","0","","","","a._isVisible",
"172.217.23.195","6","411","267","1000005849.46","","","public, max-age=31536000","100","211011_G1_33","-1","HIGHEST","","","-1","217","100","-1","-1","30957085","2110","","HTTP/2","-1","3","https://fonts.gstatic.com/s/googlesans/v14/4UabrENHsxJlGDuGo1OIlLU94Yt9CwZ-Pw.woff2","-1","15456","","","font/woff2","VeryHigh","456","Wed, 05 Oct 2022 02:26:24 GMT","-1","-1","script","933F31022DD0386507D6423EC903E0DD","fonts.gstatic.com","15574","1000005849.46","","100","1","-1","","-1","https://ogs.google.com/widget/callout?prid=19019113&pgid=19019112&puid=fd667da0068ae218&cce=1&dc=1&bc=1&origin=https%3A%2F%2Fwww.google.com&cn=callout&pid=1&spid=538&hl=cs","-1","237","/s/googlesans/v14/4UabrENHsxJlGDuGo1OIlLU94Yt9CwZ-Pw.woff2","-1","","GET","-1","-1","","200","-1","","Google","2377","2110","2327","2327","2377","50","2110","2377","267","19","20","2","0","5","","","15456","","","","","","a._isVisible",
"172.217.23.195","6","396","312","1000005849.39","","","public, max-age=31536000","100","211011_G1_33","-1","HIGHEST","","","-1","268","100","-1","-1","31099697","2110","","HTTP/2","-1","3","https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu7GxKOzY.woff2","-1","11936","","","font/woff2","VeryHigh","456","Thu, 06 Oct 2022 18:03:16 GMT","-1","-1","script","933F31022DD0386507D6423EC903E0DD","fonts.gstatic.com","12054","1000005849.39","","100","1","-1","","-1","https://ogs.google.com/widget/callout?prid=19019113&pgid=19019112&puid=fd667da0068ae218&cce=1&dc=1&bc=1&origin=https%3A%2F%2Fwww.google.com&cn=callout&pid=1&spid=538&hl=cs","-1","237","/s/roboto/v18/KFOmCnqEu92Fr1Mu7GxKOzY.woff2","-1","","GET","-1","-1","","200","-1","","Google","2422","2110","2378","2378","2422","44","2110","2422","312","20","21","2","0","7","","","11936","","","","","","a._isVisible",
"172.217.23.227","669","583","78","1000005849.49","","","public, immutable, max-age=31536000","100","211011_G1_33","-1","LOWEST","","","-1","47","100","-1","-1","30985841","2120","","HTTP/2","100","3","https://www.gstatic.com/_/mss/boq-one-google/_/js/k=boq-one-google.OneGoogleWidgetUi.cs.EDG4EOu3wBg.es5.O/ck=boq-one-google.OneGoogleWidgetUi.CDjSGkb4H1Q.L.B1.O/am=WAAAEA/d=1/exm=_b,_tp/excm=_b,_tp,calloutview/esmo=1/ed=1/wt=2/rs=AM-SdHtgOo4cCI1iFMtTjbYgfjMfVYcFHA/m=byfTOb,lsjVmc,LEikZe","-1","13454","13454","","text/javascript","Low","93","Wed, 05 Oct 2022 10:25:40 GMT","-1","-1","script","933F31022DD0386507D6423EC903E0DD","www.gstatic.com","13572","1000005849.49","0","100","1","-1","","-1","https://www.gstatic.com/_/mss/boq-one-google/_/js/k=boq-one-google.OneGoogleWidgetUi.cs.EDG4EOu3wBg.es5.O/am=WAAAEA/d=1/excm=_b,_tp,calloutview/ed=1/dg=0/wt=2/esmo=1/rs=AM-SdHv0RusRGbFL6bu1qYUsFjSpRNdqwg/m=_b,_tp","-1","141","/_/mss/boq-one-google/_/js/k=boq-one-google.OneGoogleWidgetUi.cs.EDG4EOu3wBg.es5.O/ck=boq-one-google.OneGoogleWidgetUi.CDjSGkb4H1Q.L.B1.O/am=WAAAEA/d=1/exm=_b,_tp/excm=_b,_tp,calloutview/esmo=1/ed=1/wt=2/rs=AM-SdHtgOo4cCI1iFMtTjbYgfjMfVYcFHA/m=byfTOb,lsjVmc,LEikZe","-1","","GET","-1","-1","","200","-1","gzip","Google","2198","2120","2167","2167","2198","31","2120","2198","78","21","22","2","0","11","147","True","37219","","0","","9","","_.Ad.load",
"172.217.23.227","669","988","287","1000005849.50","","","public, immutable, max-age=31536000","100","211011_G1_33","-1","LOWEST","","","-1","75","100","-1","-1","30985841","2126","","HTTP/2","100","3","https://www.gstatic.com/_/mss/boq-one-google/_/js/k=boq-one-google.OneGoogleWidgetUi.cs.EDG4EOu3wBg.es5.O/ck=boq-one-google.OneGoogleWidgetUi.CDjSGkb4H1Q.L.B1.O/am=WAAAEA/d=1/exm=LEikZe,_b,_tp,byfTOb,lsjVmc/excm=_b,_tp,calloutview/esmo=1/ed=1/wt=2/rs=AM-SdHtgOo4cCI1iFMtTjbYgfjMfVYcFHA/m=n73qwf,ws9Tlc,IZT63,e5qFLc,GkRiKb,UUJqVe,O1Gjze,xUdipf,blwjVc,fKUV3e,aurFic,COQbmf,U0aPgd,ZwDk9d,V3dDOb,mI3LFb,O6y8ed,PrPYRd,MpJwZc,NwH0H,OmgaI,lazG7b,XVMNvd,L1AAkb,KUM7Z,lfpdyf,s39S4,lwddkf,gychg,w9hDv,RMhBfe,SdcwHb,aW3pY,PQaYAf,pw70Gc,EFQ78c,Ulmmrd,ZfAoz,mdR7q,MdUzUe,xQtZb,lPKSwe,JNoxi,MI6k7c,kjKdXe,yDVVkb,QIhFr,hKSk3e,KG2eXe,hc6Ubd,SpsfSb,VwDzFe,zbML3c,A7fCU,Uas9Hd,BVgquf,lsPsHb,pjICDe,hnN99e,yYB61","-1","79450","79450","","text/javascript","Low","93","Wed, 05 Oct 2022 10:25:40 GMT","-1","-1","script","933F31022DD0386507D6423EC903E0DD","www.gstatic.com","79552","1000005849.50","0","100","1","-1","","-1","https://www.gstatic.com/_/mss/boq-one-google/_/js/k=boq-one-google.OneGoogleWidgetUi.cs.EDG4EOu3wBg.es5.O/am=WAAAEA/d=1/excm=_b,_tp,calloutview/ed=1/dg=0/wt=2/esmo=1/rs=AM-SdHv0RusRGbFL6bu1qYUsFjSpRNdqwg/m=_b,_tp","-1","141","/_/mss/boq-one-google/_/js/k=boq-one-google.OneGoogleWidgetUi.cs.EDG4EOu3wBg.es5.O/ck=boq-one-google.OneGoogleWidgetUi.CDjSGkb4H1Q.L.B1.O/am=WAAAEA/d=1/exm=LEikZe,_b,_tp,byfTOb,lsjVmc/excm=_b,_tp,calloutview/esmo=1/ed=1/wt=2/rs=AM-SdHtgOo4cCI1iFMtTjbYgfjMfVYcFHA/m=n73qwf,ws9Tlc,IZT63,e5qFLc,GkRiKb,UUJqVe,O1Gjze,xUdipf,blwjVc,fKUV3e,aurFic,COQbmf,U0aPgd,ZwDk9d,V3dDOb,mI3LFb,O6y8ed,PrPYRd,MpJwZc,NwH0H,OmgaI,lazG7b,XVMNvd,L1AAkb,KUM7Z,lfpdyf,s39S4,lwddkf,gychg,w9hDv,RMhBfe,SdcwHb,aW3pY,PQaYAf,pw70Gc,EFQ78c,Ulmmrd,ZfAoz,mdR7q,MdUzUe,xQtZb,lPKSwe,JNoxi,MI6k7c,kjKdXe,yDVVkb,QIhFr,hKSk3e,KG2eXe,hc6Ubd,SpsfSb,VwDzFe,zbML3c,A7fCU,Uas9Hd,BVgquf,lsPsHb,pjICDe,hnN99e,yYB61","-1","","GET","-1","-1","","200","-1","gzip","Google","2413","2126","2201","2201","2413","212","2126","2413","287","22","23","2","0","13","147","True","223858","","11","","62","","_.Ad.load",
"172.217.23.227","669","1014","43","1000005849.52","","","public, immutable, max-age=31536000","100","211011_G1_33","-1","LOWEST","","","-1","38","100","-1","-1","31410789","2498","","HTTP/2","100","3","https://www.gstatic.com/_/mss/boq-one-google/_/js/k=boq-one-google.OneGoogleWidgetUi.cs.EDG4EOu3wBg.es5.O/ck=boq-one-google.OneGoogleWidgetUi.CDjSGkb4H1Q.L.B1.O/am=WAAAEA/d=1/exm=A7fCU,BVgquf,COQbmf,EFQ78c,GkRiKb,IZT63,JNoxi,KG2eXe,KUM7Z,L1AAkb,LEikZe,MI6k7c,MdUzUe,MpJwZc,NwH0H,O1Gjze,O6y8ed,OmgaI,PQaYAf,PrPYRd,QIhFr,RMhBfe,SdcwHb,SpsfSb,U0aPgd,UUJqVe,Uas9Hd,Ulmmrd,V3dDOb,VwDzFe,XVMNvd,ZfAoz,ZwDk9d,_b,_tp,aW3pY,aurFic,blwjVc,byfTOb,e5qFLc,fKUV3e,gychg,hKSk3e,hc6Ubd,hnN99e,kjKdXe,lPKSwe,lazG7b,lfpdyf,lsPsHb,lsjVmc,lwddkf,mI3LFb,mdR7q,n73qwf,pjICDe,pw70Gc,s39S4,w9hDv,ws9Tlc,xQtZb,xUdipf,yDVVkb,yYB61,zbML3c/excm=_b,_tp,calloutview/esmo=1/ed=1/wt=2/rs=AM-SdHtgOo4cCI1iFMtTjbYgfjMfVYcFHA/m=Wt6vjf,hhhU8,FCpbqb,WhJNk","-1","2886","2886","","text/javascript","Low","93","Mon, 10 Oct 2022 08:28:08 GMT","-1","-1","script","933F31022DD0386507D6423EC903E0DD","www.gstatic.com","2979","1000005849.52","0","100","1","-1","","-1","https://www.gstatic.com/_/mss/boq-one-google/_/js/k=boq-one-google.OneGoogleWidgetUi.cs.EDG4EOu3wBg.es5.O/am=WAAAEA/d=1/excm=_b,_tp,calloutview/ed=1/dg=0/wt=2/esmo=1/rs=AM-SdHv0RusRGbFL6bu1qYUsFjSpRNdqwg/m=_b,_tp","-1","141","/_/mss/boq-one-google/_/js/k=boq-one-google.OneGoogleWidgetUi.cs.EDG4EOu3wBg.es5.O/ck=boq-one-google.OneGoogleWidgetUi.CDjSGkb4H1Q.L.B1.O/am=WAAAEA/d=1/exm=A7fCU,BVgquf,COQbmf,EFQ78c,GkRiKb,IZT63,JNoxi,KG2eXe,KUM7Z,L1AAkb,LEikZe,MI6k7c,MdUzUe,MpJwZc,NwH0H,O1Gjze,O6y8ed,OmgaI,PQaYAf,PrPYRd,QIhFr,RMhBfe,SdcwHb,SpsfSb,U0aPgd,UUJqVe,Uas9Hd,Ulmmrd,V3dDOb,VwDzFe,XVMNvd,ZfAoz,ZwDk9d,_b,_tp,aW3pY,aurFic,blwjVc,byfTOb,e5qFLc,fKUV3e,gychg,hKSk3e,hc6Ubd,hnN99e,kjKdXe,lPKSwe,lazG7b,lfpdyf,lsPsHb,lsjVmc,lwddkf,mI3LFb,mdR7q,n73qwf,pjICDe,pw70Gc,s39S4,w9hDv,ws9Tlc,xQtZb,xUdipf,yDVVkb,yYB61,zbML3c/excm=_b,_tp,calloutview/esmo=1/ed=1/wt=2/rs=AM-SdHtgOo4cCI1iFMtTjbYgfjMfVYcFHA/m=Wt6vjf,hhhU8,FCpbqb,WhJNk","-1","","GET","-1","-1","","200","-1","gzip","Google","2541","2498","2536","2536","2541","5","2498","2541","43","23","24","2","0","15","147","True","6416","","0","","9","","_.Ad.load",
"216.58.201.68","","413","46","1000005849.53","","","public, max-age=691200","100","211011_G1_33","-1","MEDIUM","","","-1","43","100","-1","-1","685735","2498","","HTTP/2","100","3","https://www.google.com/favicon.ico","-1","1494","1494","","image/x-icon","High","","Tue, 19 Oct 2021 17:43:54 GMT","-1","-1","other","0A2AF6A1E9B23FFC09527A8801DD95BC","www.google.com","1628","1000005849.53","0","100","1","-1","","-1","","-1","121","/favicon.ico","-1","","GET","-1","-1","","200","-1","gzip","Google","2544","2498","2541","2541","2544","3","2498","2544","46","24","25","2","0","17","220","True","5430","","0","","","","",
"216.58.201.78","638","513","94","1000005849.54","","","private","100","211011_G1_33","-1","MEDIUM","","","-1","93","0","-1","-1","0","2549","","HTTP/2","100","3","https://play.google.com/log?format=json&hasfast=true","-1","131","131","","text/plain","High","254","","-1","-1","script","933F31022DD0386507D6423EC903E0DD","play.google.com","330","1000005849.54","0","100","1","-1","","-1","https://www.gstatic.com/_/mss/boq-one-google/_/js/k=boq-one-google.OneGoogleWidgetUi.cs.EDG4EOu3wBg.es5.O/am=WAAAEA/d=1/excm=_b,_tp,calloutview/ed=1/dg=0/wt=2/esmo=1/rs=AM-SdHv0RusRGbFL6bu1qYUsFjSpRNdqwg/m=_b,_tp","-1","198","/log?format=json&hasfast=true","-1","","POST","-1","-1","","200","-1","gzip","Google","2643","2549","2642","2642","2643","1","2549","2643","94","25","26","2","0","3","","","131","","","","","","_.Cs.send",
"216.58.201.78","638","447","72","1000005849.51","","","private","100","211011_G1_33","2496","MEDIUM","","","-1","72","-1","2496","-1","","2596","443","HTTP/2","-1","3","https://play.google.com/log?format=json&hasfast=true&authuser=0","2596","0","","pm/ssl/play.google.com:443","text/plain","High","254","Mon, 11 Oct 2021 19:14:59 GMT","-1","-1","script","933F31022DD0386507D6423EC903E0DD","play.google.com","593","1000005849.51","","100","1","2493","","-1","https://www.gstatic.com/_/mss/boq-one-google/_/js/k=boq-one-google.OneGoogleWidgetUi.cs.EDG4EOu3wBg.es5.O/am=WAAAEA/d=1/excm=_b,_tp,calloutview/ed=1/dg=0/wt=2/esmo=1/rs=AM-SdHv0RusRGbFL6bu1qYUsFjSpRNdqwg/m=_b,_tp","33","286","/log?format=json&hasfast=true&authuser=0","2529","34196","OPTIONS","3","2529","","200","67","","Google","2668","2596","2668","2668","2668","0","2493","2668","175","26","27","2","0","1","220","True","","","0","","","","_.Cs.send",
"216.58.201.78","","543","94","1000005849.55","","","private","100","211011_G1_33","-1","MEDIUM","","","-1","93","0","-1","-1","0","2670","","HTTP/2","100","3","https://play.google.com/log?format=json&hasfast=true&authuser=0","-1","131","131","","text/plain","High","","","-1","-1","other","933F31022DD0386507D6423EC903E0DD","play.google.com","196","1000005849.55","0","100","1","-1","","-1","","-1","198","/log?format=json&hasfast=true&authuser=0","-1","","POST","-1","-1","","200","-1","gzip","Google","2764","2670","2763","2763","2764","1","2670","2764","94","27","28","2","0","5","","","131","","","","","","",
"216.58.201.78","362","513","100","1000005849.56","","","private","100","211011_G1_33","-1","MEDIUM","","","-1","99","0","-1","-1","0","2716","","HTTP/2","100","3","https://play.google.com/log?format=json&hasfast=true","-1","131","131","","text/plain","High","251","","-1","-1","script","0A2AF6A1E9B23FFC09527A8801DD95BC","play.google.com","213","1000005849.56","0","100","1","-1","","-1","https://www.gstatic.com/og/_/js/k=og.qtm.en_US.h9qh0-5wguQ.O/rt=j/m=qabr,q_d,qcwid,qapid,qald/exm=qaaw,qadd,qaid,qein,qhaw,qhbr,qhch,qhga,qhid,qhin,qhpr/d=1/ed=1/rs=AA2YrTv8hYdW91t8l5nZ9OM47lsQ8quCgQ","-1","198","/log?format=json&hasfast=true","-1","","POST","-1","-1","","200","-1","gzip","Google","2816","2716","2815","2815","2816","1","2716","2816","100","28","29","2","0","7","","","131","","","","","","_.Mk.send",
"172.217.23.238","","383","246","C0B076CB0EDA77FEA52F964E887B8F68","","","public, max-age=2592000","-1","211011_G1_33","4","HIGHEST","","","-1","246","-1","4","-1","","38","80","http/1.1","-1","3","http://google.com/","-1","219","","google.com:80","text/html","VeryHigh","","Wed, 10 Nov 2021 19:15:10 GMT","-1","-1","script","265B4B91B6080B13E1625EFFE88C8EDA","google.com","219","C0B076CB0EDA77FEA52F964E887B8F68","","-1","0","3","","-1","","34","104","/","-1","33696","GET","1","38","","301","-1","","","284","38","284","284","284","0","3","284","281","0","1","3","0","","","","","","","","","","",
