_id,dispatcher_report_id,metadata.formula,metadata.predict,metadata.ratio,metadata.scope,metadata.socket,power,sender_name,sensor,target,timestamp
61753c706a126a6974348a6d,null,RAPL_ENERGY_PKG,0,1,cpu,0,6.914306640625,null,sensor,rapl,2021-10-24T10:57:33.401Z
61753c716a126a6974348a6e,null,RAPL_ENERGY_PKG,0,1,cpu,0,6.825439453125,null,sensor,rapl,2021-10-24T10:57:33.903Z
61753c736a126a6974348a6f,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.22900390625,null,sensor,rapl,2021-10-24T10:57:34.404Z
61753c746a126a6974348a70,null,RAPL_ENERGY_PKG,0,1,cpu,0,4.951904296875,null,sensor,rapl,2021-10-24T10:57:34.905Z
61753c746a126a6974348a71,null,8edc68120cb6cb6ec9cf22b096b0ad98732ca779,2.873913889094332,1,cpu,0,2.873913889094332,null,sensor,global,2021-10-24T10:57:34.905Z
61753c746a126a6974348a72,null,8edc68120cb6cb6ec9cf22b096b0ad98732ca779,0.31956540371040787,0.11119519096346822,cpu,0,0.31956540371040787,null,sensor,sensor,2021-10-24T10:57:34.905Z
61753c746a126a6974348a73,null,8edc68120cb6cb6ec9cf22b096b0ad98732ca779,2.5543484853839242,0.8888048090365318,cpu,0,2.5543484853839242,null,sensor,formula,2021-10-24T10:57:34.905Z
61753c766a126a6974348a74,null,RAPL_ENERGY_PKG,0,1,cpu,0,6.8780517578125,null,sensor,rapl,2021-10-24T10:57:35.406Z
61753c776a126a6974348a75,null,RAPL_ENERGY_PKG,0,1,cpu,0,7.9200439453125,null,sensor,rapl,2021-10-24T10:57:35.907Z
61753c796a126a6974348a76,null,RAPL_ENERGY_PKG,0,1,cpu,0,6.8555908203125,null,sensor,rapl,2021-10-24T10:57:36.410Z
61753c7a6a126a6974348a77,null,RAPL_ENERGY_PKG,0,1,cpu,0,5.2318115234375,null,sensor,rapl,2021-10-24T10:57:36.912Z
61753c7a6a126a6974348a78,null,647ff5004cc79b92960dfbb69f4065ef070bf14b,3.1783169258100834,1,cpu,0,3.1783169258100834,null,sensor,global,2021-10-24T10:57:36.912Z
61753c7a6a126a6974348a79,null,647ff5004cc79b92960dfbb69f4065ef070bf14b,2.24478401618148,0.7062807355529321,cpu,0,2.24478401618148,null,sensor,formula,2021-10-24T10:57:36.912Z
61753c7a6a126a6974348a7a,null,647ff5004cc79b92960dfbb69f4065ef070bf14b,0.9335329096286036,0.29371926444706786,cpu,0,0.9335329096286036,null,sensor,sensor,2021-10-24T10:57:36.912Z
61753c7c6a126a6974348a7b,null,RAPL_ENERGY_PKG,0,1,cpu,0,7.264892578125,null,sensor,rapl,2021-10-24T10:57:37.413Z
61753c7d6a126a6974348a7c,null,RAPL_ENERGY_PKG,0,1,cpu,0,10.012939453125,null,sensor,rapl,2021-10-24T10:57:37.914Z
61753c7f6a126a6974348a7d,null,RAPL_ENERGY_PKG,0,1,cpu,0,10.53662109375,null,sensor,rapl,2021-10-24T10:57:38.415Z
61753c806a126a6974348a7e,null,RAPL_ENERGY_PKG,0,1,cpu,0,9.39794921875,null,sensor,rapl,2021-10-24T10:57:38.916Z
61753c826a126a6974348a7f,null,RAPL_ENERGY_PKG,0,1,cpu,0,8.7459716796875,null,sensor,rapl,2021-10-24T10:57:39.417Z
61753c836a126a6974348a80,null,RAPL_ENERGY_PKG,0,1,cpu,0,9.58251953125,null,sensor,rapl,2021-10-24T10:57:39.918Z
