"Test","URL","FV Successful Tests","FV Document Complete Median","FV Document Complete Avg","FV Document Complete Std. Dev","FV Document Complete Min","FV Document Complete Max","FV Fully Loaded Median","FV Fully Loaded Avg","FV Fully Loaded Std. Dev","FV Fully Loaded Min","FV Fully Loaded Max","FV First Byte Median","FV First Byte Avg","FV First Byte Std. Dev","FV First Byte Min","FV First Byte Max","FV Start Render Median","FV Start Render Avg","FV Start Render Std. Dev","FV Start Render Min","FV Start Render Max","FV Bytes In (Doc) Median","FV Bytes In (Doc) Avg","FV Bytes In (Doc) Std. Dev","FV Bytes In (Doc) Min","FV Bytes In (Doc) Max","FV Requests (Doc) Median","FV Requests (Doc) Avg","FV Requests (Doc) Std. Dev","FV Requests (Doc) Min","FV Requests (Doc) Max","FV Load Event Start Median","FV Load Event Start Avg","FV Load Event Start Std. Dev","FV Load Event Start Min","FV Load Event Start Max","FV Speed Index Median","FV Speed Index Avg","FV Speed Index Std. Dev","FV Speed Index Min","FV Speed Index Max","FV Last Visual Change Median","FV Last Visual Change Avg","FV Last Visual Change Std. Dev","FV Last Visual Change Min","FV Last Visual Change Max","FV Visually Complete Median","FV Visually Complete Avg","FV Visually Complete Std. Dev","FV Visually Complete Min","FV Visually Complete Max",Test ID
"","http://godaddy.com","2","1254","1230","24","1206","1254","2197","2064","133","1931","2197","795","766.5","28.5","738","795","800","800","0","800","800","271512","271484.5","27.5","271457","271512","6","6","0","6","6","1254","1230","24","1206","1254","1196","1177","19","1158","1196","1700","1700","0","1700","1700","1700","1700","0","1700","1700","211025_R1_56"
"","http://smallpdf.com","2","2641","2495.5","145.5","2350","2641","4445","4242","203","4039","4445","340","321.5","18.5","303","340","800","800","0","800","800","834098","833722.5","375.5","833347","834098","53","48.5","4.5","44","53","2641","2496","145","2351","2641","983","952.5","30.5","922","983","2400","2400","0","2400","2400","2400","2400","0","2400","2400","211025_TB_57"
"","http://deepl.com","3","2748","2799","86.652562954979","2728","2921","3177","3235","109.23674595422","3140","3388","599","625","48.524907693541","583","693","1400","1400","81.649658092773","1300","1500","1052437","1052432","119.66898790692","1052283","1052576","53","53.333333333333","0.47140452079103","53","54","2748","2798.6666666667","86.926533476392","2727","2921","1940","1949.6666666667","41.795799895311","1904","2005","2800","2866.6666666667","94.280904158206","2800","3000","2800","2866.6666666667","94.280904158206","2800","3000","211025_2N_58"
"","http://jiameng.com","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211025_0M_59"
"","http://instructure.com","3","5257","5339","270.02715912787","5057","5703","7513","7966","960.09687011259","7084","9301","471","536.66666666667","129.07448323438","422","717","1300","1233.3333333333","94.280904158206","1100","1300","1500744","1507447","12574.408322727","1496534","1525063","82","82.666666666667","1.6996731711976","81","85","5257","5339","270.02715912787","5057","5703","1946","1921.3333333333","103.5417253521","1784","2034","9500","9733.3333333333","634.20991968135","9100","10600","6900","7000","216.02468994693","6800","7300","211025_KS_5A"
"","http://google.com.sg","3","1614","1620","51.613951602256","1560","1686","2040","2045","65.82299496883","1967","2128","487","471.66666666667","50.175248435414","404","524","500","500","81.649658092773","400","600","402407","402396.66666667","49.127950858504","402332","402451","23","23","0","23","23","1614","1620","51.613951602256","1560","1686","593","570.66666666667","45.682479014266","507","612","1500","1533.3333333333","124.72191289246","1400","1700","1400","1500","141.42135623731","1400","1700","211025_RN_5B"
"","http://pinterest.com","3","12348","12330.333333333","92.701432327422","12209","12434","14830","14816.666666667","50.690783733886","14749","14871","596","614.33333333333","28.802006102971","592","655","2200","2233.3333333333","47.140452079103","2200","2300","6441418","6413558.3333333","39900.486900399","6357132","6442125","189","189","0","189","189","12348","12330.666666667","92.265317909217","12210","12434","5669","5659","77.888809636986","5559","5749","14800","14833.333333333","47.140452079103","14800","14900","14800","14833.333333333","47.140452079103","14800","14900","211025_H4_5C"
"","http://zerodha.com","3","1080","1126.3333333333","68.373159126143","1076","1223","1151","1194","62.230753383409","1149","1282","490","499.33333333333","21.452790546272","479","529","800","833.33333333333","47.140452079103","800","900","223781","223784.33333333","5.4365021434334","223780","223792","27","27","0","27","27","1079","1125.6666666667","68.128962677818","1076","1222","850","881.33333333333","46.449494674921","847","947","1100","1133.3333333333","47.140452079103","1100","1200","1100","1133.3333333333","47.140452079103","1100","1200","211025_E7_5D"
"","http://indiatimes.com","3","3859","3871.6666666667","51.409035090039","3816","3940","5932","5918","30.24345659257","5876","5946","335","316","46.482971792546","252","361","500","466.66666666667","47.140452079103","400","500","1562616","1564598.6666667","4796.5368988701","1559972","1571208","113","111.33333333333","2.3570226039552","108","113","3859","3871.6666666667","51.409035090039","3816","3940","2453","2435.3333333333","59.701107378525","2355","2498","4700","4666.6666666667","47.140452079103","4600","4700","4700","4666.6666666667","47.140452079103","4600","4700","211025_CK_5E"
"","http://bilibili.com","1","6484","6484","0","6484","6484","9284","9284","0","9284","9284","907","907","0","907","907","1700","1700","0","1700","1700","2951084","2951084","0","2951084","2951084","100","100","0","100","100","6484","6484","0","6484","6484","3658","3658","0","3658","3658","11300","11300","0","11300","11300","9500","9500","0","9500","9500","211025_JJ_5F"
